iRecordIndex,sToolName,iToolNum,sEssaiPartNum,sMaterial,sHolderName,sToolGroupName,dOHL,sOHL_letter,iRF,dGageLength,sToolManufacturer,sToolEdp,sToolCribLoc,dDia,dLoc,iFlt,dCnrR,dAng,sThread
2466,PG014023D,14023,800-501024,PG,HSK63-ER32x100,CM,1.23,D,1,5.167,DESTINY,AS21682,A5,0.25,0.0335,2,0,82,
2467,PG014023E,14023,800-501024,PG,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21682,A5,0.25,0.0335,2,0,82,
2468,AL014024A,14024,800-501139,AL,HSK63-ER16x100,CM,0.44,A,1,4.377,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2469,AL014024B,14024,800-501139,AL,HSK63-ER16x100,CM,0.78,B,1,4.717,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2470,AL014024C,14024,800-501139,AL,HSK63-ER16x100,CM,1.11,C,1,5.047,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2471,AL014024D,14024,800-501139,AL,HSK63-ER16x100,CM,1.45,D,1,5.387,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2472,AL014024E,14024,800-501139,AL,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2473,PL014024A,14024,800-501139,PL,HSK63-ER16x100,CM,0.44,A,1,4.377,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2474,PL014024B,14024,800-501139,PL,HSK63-ER16x100,CM,0.78,B,1,4.717,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2475,PL014024C,14024,800-501139,PL,HSK63-ER16x100,CM,1.11,C,1,5.047,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2476,PL014024D,14024,800-501139,PL,HSK63-ER16x100,CM,1.45,D,1,5.387,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2477,PL014024E,14024,800-501139,PL,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2478,PG014024A,14024,800-501139,PG,HSK63-ER16x100,CM,0.44,A,1,4.377,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2479,PG014024B,14024,800-501139,PG,HSK63-ER16x100,CM,0.78,B,1,4.717,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2480,PG014024C,14024,800-501139,PG,HSK63-ER16x100,CM,1.11,C,1,5.047,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2481,PG014024D,14024,800-501139,PG,HSK63-ER16x100,CM,1.45,D,1,5.387,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2482,PG014024E,14024,800-501139,PG,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2483,AL014025A,14025,800-501139,AL,HSK63-ER32x100,CM,0.44,A,1,4.377,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2484,AL014025B,14025,800-501139,AL,HSK63-ER32x100,CM,0.69,B,1,4.627,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2485,AL014025C,14025,800-501139,AL,HSK63-ER32x100,CM,0.95,C,1,4.887,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2486,AL014025D,14025,800-501139,AL,HSK63-ER32x100,CM,1.2,D,1,5.137,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2487,AL014025E,14025,800-501139,AL,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2488,PL014025A,14025,800-501139,PL,HSK63-ER32x100,CM,0.44,A,1,4.377,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2489,PL014025B,14025,800-501139,PL,HSK63-ER32x100,CM,0.69,B,1,4.627,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2490,PL014025C,14025,800-501139,PL,HSK63-ER32x100,CM,0.95,C,1,4.887,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2491,PL014025D,14025,800-501139,PL,HSK63-ER32x100,CM,1.2,D,1,5.137,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2492,PL014025E,14025,800-501139,PL,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2493,PG014025A,14025,800-501139,PG,HSK63-ER32x100,CM,0.44,A,1,4.377,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2494,PG014025B,14025,800-501139,PG,HSK63-ER32x100,CM,0.69,B,1,4.627,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2495,PG014025C,14025,800-501139,PG,HSK63-ER32x100,CM,0.95,C,1,4.887,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2496,PG014025D,14025,800-501139,PG,HSK63-ER32x100,CM,1.2,D,1,5.137,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2497,PG014025E,14025,800-501139,PG,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21682X,A5,0.25,0.2165,2,0,82,
2498,AL014026A,14026,800-501166,AL,HSK63-ER16x100,CM,0.4,A,1,4.337,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2499,AL014026B,14026,800-501166,AL,HSK63-ER16x100,CM,0.75,B,1,4.687,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2500,AL014026C,14026,800-501166,AL,HSK63-ER16x100,CM,1.09,C,1,5.027,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2501,AL014026D,14026,800-501166,AL,HSK63-ER16x100,CM,1.44,D,1,5.377,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2502,AL014026E,14026,800-501166,AL,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2503,PL014026A,14026,800-501166,PL,HSK63-ER16x100,CM,0.4,A,1,4.337,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2504,PL014026B,14026,800-501166,PL,HSK63-ER16x100,CM,0.75,B,1,4.687,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2505,PL014026C,14026,800-501166,PL,HSK63-ER16x100,CM,1.09,C,1,5.027,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2506,PL014026D,14026,800-501166,PL,HSK63-ER16x100,CM,1.44,D,1,5.377,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2507,PL014026E,14026,800-501166,PL,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2508,PG014026A,14026,800-501166,PG,HSK63-ER16x100,CM,0.4,A,1,4.337,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2509,PG014026B,14026,800-501166,PG,HSK63-ER16x100,CM,0.75,B,1,4.687,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2510,PG014026C,14026,800-501166,PG,HSK63-ER16x100,CM,1.09,C,1,5.027,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2511,PG014026D,14026,800-501166,PG,HSK63-ER16x100,CM,1.44,D,1,5.377,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2512,PG014026E,14026,800-501166,PG,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2513,AL014027A,14027,800-501166,AL,HSK63-ER32x100,CM,0.4,A,1,4.337,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2514,AL014027B,14027,800-501166,AL,HSK63-ER32x100,CM,0.66,B,1,4.597,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2515,AL014027C,14027,800-501166,AL,HSK63-ER32x100,CM,0.93,C,1,4.867,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2516,AL014027D,14027,800-501166,AL,HSK63-ER32x100,CM,1.19,D,1,5.127,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2517,AL014027E,14027,800-501166,AL,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2518,PL014027A,14027,800-501166,PL,HSK63-ER32x100,CM,0.4,A,1,4.337,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2519,PL014027B,14027,800-501166,PL,HSK63-ER32x100,CM,0.66,B,1,4.597,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2520,PL014027C,14027,800-501166,PL,HSK63-ER32x100,CM,0.93,C,1,4.867,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2521,PL014027D,14027,800-501166,PL,HSK63-ER32x100,CM,1.19,D,1,5.127,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2522,PL014027E,14027,800-501166,PL,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2523,PG014027A,14027,800-501166,PG,HSK63-ER32x100,CM,0.4,A,1,4.337,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2524,PG014027B,14027,800-501166,PG,HSK63-ER32x100,CM,0.66,B,1,4.597,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2525,PG014027C,14027,800-501166,PG,HSK63-ER32x100,CM,0.93,C,1,4.867,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2526,PG014027D,14027,800-501166,PG,HSK63-ER32x100,CM,1.19,D,1,5.127,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2527,PG014027E,14027,800-501166,PG,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21690,A5,0.25,0.1438,2,0,90,
2528,AL014028A,14028,800-501140,AL,HSK63-ER16x100,CM,0.55,A,1,4.487,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2529,AL014028B,14028,800-501140,AL,HSK63-ER16x100,CM,0.86,B,1,4.797,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2530,AL014028C,14028,800-501140,AL,HSK63-ER16x100,CM,1.17,C,1,5.107,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2531,AL014028D,14028,800-501140,AL,HSK63-ER16x100,CM,1.47,D,1,5.407,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2532,AL014028E,14028,800-501140,AL,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2533,PL014028A,14028,800-501140,PL,HSK63-ER16x100,CM,0.55,A,1,4.487,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2534,PL014028B,14028,800-501140,PL,HSK63-ER16x100,CM,0.86,B,1,4.797,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2535,PL014028C,14028,800-501140,PL,HSK63-ER16x100,CM,1.17,C,1,5.107,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2536,PL014028D,14028,800-501140,PL,HSK63-ER16x100,CM,1.47,D,1,5.407,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2537,PL014028E,14028,800-501140,PL,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2538,PG014028A,14028,800-501140,PG,HSK63-ER16x100,CM,0.55,A,1,4.487,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2539,PG014028B,14028,800-501140,PG,HSK63-ER16x100,CM,0.86,B,1,4.797,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2540,PG014028C,14028,800-501140,PG,HSK63-ER16x100,CM,1.17,C,1,5.107,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2541,PG014028D,14028,800-501140,PG,HSK63-ER16x100,CM,1.47,D,1,5.407,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2542,PG014028E,14028,800-501140,PG,HSK63-ER16x100,CM,1.78,E,1,5.717,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2543,AL014029A,14029,800-501140,AL,HSK63-ER32x100,CM,0.55,A,1,4.487,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2544,AL014029B,14029,800-501140,AL,HSK63-ER32x100,CM,0.78,B,1,4.717,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2545,AL014029C,14029,800-501140,AL,HSK63-ER32x100,CM,1,C,1,4.937,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2546,AL014029D,14029,800-501140,AL,HSK63-ER32x100,CM,1.23,D,1,5.167,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2547,AL014029E,14029,800-501140,AL,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2548,PL014029A,14029,800-501140,PL,HSK63-ER32x100,CM,0.55,A,1,4.487,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2549,PL014029B,14029,800-501140,PL,HSK63-ER32x100,CM,0.78,B,1,4.717,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2550,PL014029C,14029,800-501140,PL,HSK63-ER32x100,CM,1,C,1,4.937,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2551,PL014029D,14029,800-501140,PL,HSK63-ER32x100,CM,1.23,D,1,5.167,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2552,PL014029E,14029,800-501140,PL,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2553,PG014029A,14029,800-501140,PG,HSK63-ER32x100,CM,0.55,A,1,4.487,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2554,PG014029B,14029,800-501140,PG,HSK63-ER32x100,CM,0.78,B,1,4.717,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2555,PG014029C,14029,800-501140,PG,HSK63-ER32x100,CM,1,C,1,4.937,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2556,PG014029D,14029,800-501140,PG,HSK63-ER32x100,CM,1.23,D,1,5.167,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2557,PG014029E,14029,800-501140,PG,HSK63-ER32x100,CM,1.45,E,1,5.387,DESTINY,AS21690X,A5,0.25,0.1438,2,0,90,
2558,AL014030A,14030,800-501166-01A,AL,HSK63-ER16x100,CM,0.52,A,1,4.457,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2559,AL014030B,14030,800-501166-01A,AL,HSK63-ER16x100,CM,1.21,B,1,5.147,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2560,AL014030C,14030,800-501166-01A,AL,HSK63-ER16x100,CM,1.9,C,1,5.837,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2561,AL014030D,14030,800-501166-01A,AL,HSK63-ER16x100,CM,2.59,D,1,6.527,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2562,AL014030E,14030,800-501166-01A,AL,HSK63-ER16x100,CM,3.28,E,1,7.217,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2563,PL014030A,14030,800-501166-01A,PL,HSK63-ER16x100,CM,0.52,A,1,4.457,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2564,PL014030B,14030,800-501166-01A,PL,HSK63-ER16x100,CM,1.21,B,1,5.147,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2565,PL014030C,14030,800-501166-01A,PL,HSK63-ER16x100,CM,1.9,C,1,5.837,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2566,PL014030D,14030,800-501166-01A,PL,HSK63-ER16x100,CM,2.59,D,1,6.527,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2567,PL014030E,14030,800-501166-01A,PL,HSK63-ER16x100,CM,3.28,E,1,7.217,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2568,PG014030A,14030,800-501166-01A,PG,HSK63-ER16x100,CM,0.52,A,1,4.457,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2569,PG014030B,14030,800-501166-01A,PG,HSK63-ER16x100,CM,1.21,B,1,5.147,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2570,PG014030C,14030,800-501166-01A,PG,HSK63-ER16x100,CM,1.9,C,1,5.837,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2571,PG014030D,14030,800-501166-01A,PG,HSK63-ER16x100,CM,2.59,D,1,6.527,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2572,PG014030E,14030,800-501166-01A,PG,HSK63-ER16x100,CM,3.28,E,1,7.217,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2573,AL014031A,14031,800-501166-01A,AL,HSK63-ER32x100,CM,0.52,A,1,4.457,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2574,AL014031B,14031,800-501166-01A,AL,HSK63-ER32x100,CM,1.13,B,1,5.067,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2575,AL014031C,14031,800-501166-01A,AL,HSK63-ER32x100,CM,1.74,C,1,5.677,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2576,AL014031D,14031,800-501166-01A,AL,HSK63-ER32x100,CM,2.34,D,1,6.277,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2577,AL014031E,14031,800-501166-01A,AL,HSK63-ER32x100,CM,2.95,E,1,6.887,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2578,PL014031A,14031,800-501166-01A,PL,HSK63-ER32x100,CM,0.52,A,1,4.457,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2579,PL014031B,14031,800-501166-01A,PL,HSK63-ER32x100,CM,1.13,B,1,5.067,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2580,PL014031C,14031,800-501166-01A,PL,HSK63-ER32x100,CM,1.74,C,1,5.677,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2581,PL014031D,14031,800-501166-01A,PL,HSK63-ER32x100,CM,2.34,D,1,6.277,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2582,PL014031E,14031,800-501166-01A,PL,HSK63-ER32x100,CM,2.95,E,1,6.887,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2583,PG014031A,14031,800-501166-01A,PG,HSK63-ER32x100,CM,0.52,A,1,4.457,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2584,PG014031B,14031,800-501166-01A,PG,HSK63-ER32x100,CM,1.13,B,1,5.067,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2585,PG014031C,14031,800-501166-01A,PG,HSK63-ER32x100,CM,1.74,C,1,5.677,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2586,PG014031D,14031,800-501166-01A,PG,HSK63-ER32x100,CM,2.34,D,1,6.277,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2587,PG014031E,14031,800-501166-01A,PG,HSK63-ER32x100,CM,2.95,E,1,6.887,DESTINY,ASL21690X,A5,0.25,0.125,2,0,90,
2588,AL014032A,14032,800-502789-01A,AL,HSK63-ER16x100,CM,0.3,A,1,4.237,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2589,AL014032B,14032,800-502789-01A,AL,HSK63-ER16x100,CM,0.67,B,1,4.607,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2590,AL014032C,14032,800-502789-01A,AL,HSK63-ER16x100,CM,1.04,C,1,4.977,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2591,AL014032D,14032,800-502789-01A,AL,HSK63-ER16x100,CM,1.41,D,1,5.347,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2592,AL014032E,14032,800-502789-01A,AL,HSK63-ER16x100,CM,1.78,E,1,5.717,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2593,S1014032A,14032,800-502789-01A,S1,HSK63-ER16x100,CM,0.3,A,1,4.237,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2594,S1014032B,14032,800-502789-01A,S1,HSK63-ER16x100,CM,0.67,B,1,4.607,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2595,S1014032C,14032,800-502789-01A,S1,HSK63-ER16x100,CM,1.04,C,1,4.977,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2596,S1014032D,14032,800-502789-01A,S1,HSK63-ER16x100,CM,1.41,D,1,5.347,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2597,S1014032E,14032,800-502789-01A,S1,HSK63-ER16x100,CM,1.78,E,1,5.717,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2598,PG014032A,14032,800-502789-01A,PG,HSK63-ER16x100,CM,0.3,A,1,4.237,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2599,PG014032B,14032,800-502789-01A,PG,HSK63-ER16x100,CM,0.67,B,1,4.607,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2600,PG014032C,14032,800-502789-01A,PG,HSK63-ER16x100,CM,1.04,C,1,4.977,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2601,PG014032D,14032,800-502789-01A,PG,HSK63-ER16x100,CM,1.41,D,1,5.347,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2602,PG014032E,14032,800-502789-01A,PG,HSK63-ER16x100,CM,1.78,E,1,5.717,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2603,AL014033A,14033,800-502789-01A,AL,HSK63-ER32x100,CM,0.3,A,1,4.237,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2604,AL014033B,14033,800-502789-01A,AL,HSK63-ER32x100,CM,0.59,B,1,4.527,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2605,AL014033C,14033,800-502789-01A,AL,HSK63-ER32x100,CM,0.88,C,1,4.817,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2606,AL014033D,14033,800-502789-01A,AL,HSK63-ER32x100,CM,1.16,D,1,5.097,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2607,AL014033E,14033,800-502789-01A,AL,HSK63-ER32x100,CM,1.45,E,1,5.387,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2608,S1014033A,14033,800-502789-01A,S1,HSK63-ER32x100,CM,0.3,A,1,4.237,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2609,S1014033B,14033,800-502789-01A,S1,HSK63-ER32x100,CM,0.59,B,1,4.527,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2610,S1014033C,14033,800-502789-01A,S1,HSK63-ER32x100,CM,0.88,C,1,4.817,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2611,S1014033D,14033,800-502789-01A,S1,HSK63-ER32x100,CM,1.16,D,1,5.097,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2612,S1014033E,14033,800-502789-01A,S1,HSK63-ER32x100,CM,1.45,E,1,5.387,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2613,PG014033A,14033,800-502789-01A,PG,HSK63-ER32x100,CM,0.3,A,1,4.237,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2614,PG014033B,14033,800-502789-01A,PG,HSK63-ER32x100,CM,0.59,B,1,4.527,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2615,PG014033C,14033,800-502789-01A,PG,HSK63-ER32x100,CM,0.88,C,1,4.817,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2616,PG014033D,14033,800-502789-01A,PG,HSK63-ER32x100,CM,1.16,D,1,5.097,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2617,PG014033E,14033,800-502789-01A,PG,HSK63-ER32x100,CM,1.45,E,1,5.387,HARVEY,18575,A5,0.25,0.0722,3,0,150,
2618,S1014035A,14035,800-501106-01A,S1,HSK63-ER32x100,CM,0.52,A,1,4.457,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2619,S1014035B,14035,800-501106-01A,S1,HSK63-ER32x100,CM,1,B,1,4.937,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2620,S1014035C,14035,800-501106-01A,S1,HSK63-ER32x100,CM,1.47,C,1,5.407,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2621,S1014035D,14035,800-501106-01A,S1,HSK63-ER32x100,CM,1.95,D,1,5.887,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2622,CU014035A,14035,800-501106-01A,CU,HSK63-ER32x100,CM,0.52,A,1,4.457,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2623,CU014035B,14035,800-501106-01A,CU,HSK63-ER32x100,CM,1,B,1,4.937,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2624,CU014035C,14035,800-501106-01A,CU,HSK63-ER32x100,CM,1.47,C,1,5.407,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2625,CU014035D,14035,800-501106-01A,CU,HSK63-ER32x100,CM,1.95,D,1,5.887,DESTINY,AS432120X,A5,0.5,0.433,4,0,120,
2626,S1014036A,14036,800-501146-01,S1,HSK63-ER16x100,CM,0.525,A,1,4.462,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2627,S1014036B,14036,800-501146-01,S1,HSK63-ER16x100,CM,0.94,B,1,4.877,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2628,S1014036C,14036,800-501146-01,S1,HSK63-ER16x100,CM,1.36,C,1,5.297,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2629,S1014036D,14036,800-501146-01,S1,HSK63-ER16x100,CM,1.78,D,1,5.717,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2630,CU014036A,14036,800-501146-01,CU,HSK63-ER16x100,CM,0.525,A,1,4.462,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2631,CU014036B,14036,800-501146-01,CU,HSK63-ER16x100,CM,0.94,B,1,4.877,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2632,CU014036C,14036,800-501146-01,CU,HSK63-ER16x100,CM,1.36,C,1,5.297,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2633,CU014036D,14036,800-501146-01,CU,HSK63-ER16x100,CM,1.78,D,1,5.717,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2634,S1014037A,14037,800-501146-01,S1,HSK63-ER32x100,CM,0.525,A,1,4.462,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2635,S1014037B,14037,800-501146-01,S1,HSK63-ER32x100,CM,0.83,B,1,4.767,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2636,S1014037C,14037,800-501146-01,S1,HSK63-ER32x100,CM,1.14,C,1,5.077,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2637,S1014037D,14037,800-501146-01,S1,HSK63-ER32x100,CM,1.45,D,1,5.387,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2638,CU014037A,14037,800-501146-01,CU,HSK63-ER32x100,CM,0.525,A,1,4.462,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2639,CU014037B,14037,800-501146-01,CU,HSK63-ER32x100,CM,0.83,B,1,4.767,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2640,CU014037C,14037,800-501146-01,CU,HSK63-ER32x100,CM,1.14,C,1,5.077,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2641,CU014037D,14037,800-501146-01,CU,HSK63-ER32x100,CM,1.45,D,1,5.387,DESTINY,AS42482,A5,0.375,0.1875,4,0,82,
2642,S1014038A,14038,800-501295,S1,HSK63-ER16x100,CM,0.525,A,1,4.462,DATA,CM40375-60C4,A5,0.375,0.3125,4,0,60,
2643,S1014038B,14038,800-501295,S1,HSK63-ER16x100,CM,0.94,B,1,4.877,DATA,CM40375-60C4,A5,0.375,0.3125,4,0,60,
2644,S1014038C,14038,800-501295,S1,HSK63-ER16x100,CM,1.36,C,1,5.297,DATA,CM40375-60C4,A5,0.375,0.3125,4,0,60,
